species_name,data_cleaning_issues,unique_occ_10,alpha_hull,SDM,AIC_issue,Range_unfilling,Realm_ok,CBI_ok,Final_species
Alseis_hondurensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseis_involuta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_labatioides,No,No,NA,NA,NA,NA,NA,NA,NA
Alseis_latifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alseis_longifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_lugonis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_microcarpa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alseis_mutisii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_peruviana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_pickelii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_reticulata,No,No,NA,NA,NA,NA,NA,NA,NA
Alseis_sertaneja,No,No,NA,NA,NA,NA,NA,NA,NA
Alseis_smithii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseis_yucatanensis,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Alseodaphne_albifrons,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_archboldiana,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_bancana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alseodaphne_borneensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_elmeri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseodaphne_elongata,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_garciniicarpa,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_glauciflora,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_glaucina,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_insignis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alseodaphne_intermedia,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_khasyana,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_kochummenii,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_longipes,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_medogensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_montana,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_nigrescens,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_oblanceolata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Alseodaphne_obovata,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_paludosa,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_peduncularis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_pendulifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_perakensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_philippinensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_rhododendropsis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_rubrolignea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alseodaphne_semecarpifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_tomentosa,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_utilis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphne_wrayi,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_andersonii,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_hainanensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_hokouensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_lanuginosa,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_marlipoensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_petiolaris,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_rugosa,No,No,NA,NA,NA,NA,NA,NA,NA
Alseodaphnopsis_sichourensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alsodeiopsis_poggei,No,Yes,Yes,Yes,No,No,NA,NA,NA
Alsodeiopsis_schumannii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alsodeiopsis_staudtii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alsodeiopsis_zenkeri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_actinophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_angustifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_angustiloba,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_annamensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_balansae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_boonei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_boulindaensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_breviloba,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_congensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_constricta,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_coriacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_costata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Alstonia_iwahigensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_lanceolata,No,Yes,Yes,Yes,No,No,NA,NA,NA
Alstonia_lanceolifera,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_legouixiae,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Alstonia_lenormandii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_longifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_macrophylla,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_muelleriana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_odontophora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_parvifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_penangiana,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_pneumatophora,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_quaternata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_rostrata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_rubiginosa,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_rupestris,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_scholaris,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Alstonia_spatulata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Alstonia_spectabilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alstonia_sphaerocapitata,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_venenata,No,No,NA,NA,NA,NA,NA,NA,NA
Alstonia_vieillardii,No,Yes,Yes,Yes,No,No,NA,NA,NA
Altingia_chinensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alvaradoa_amorphoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alvaradoa_arborescens,No,No,NA,NA,NA,NA,NA,NA,NA
Alvaradoa_haitiensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alvaradoa_jamaicensis,No,No,NA,NA,NA,NA,NA,NA,NA
Alvaradoa_lewisii,No,No,NA,NA,NA,NA,NA,NA,NA
Alvaradoa_subovata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alyxia_ilicifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alyxia_magnifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Alzatea_verticillata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaioua_brevidentata,No,No,NA,NA,NA,NA,NA,NA,NA
Amaioua_contracta,No,No,NA,NA,NA,NA,NA,NA,NA
Amaioua_glomerulata,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amaioua_guianensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amaioua_intermedia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaioua_magnicarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaioua_monteiroi,No,No,NA,NA,NA,NA,NA,NA,NA
Amaioua_pedicellata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaioua_pilosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amanoa_almerindae,No,No,NA,NA,NA,NA,NA,NA,NA
Amanoa_bracteosa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amanoa_caribaea,No,No,NA,NA,NA,NA,NA,NA,NA
Amanoa_congesta,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amanoa_cupatensis,No,No,NA,NA,NA,NA,NA,NA,NA
Amanoa_glaucophylla,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amanoa_gracillima,No,No,NA,NA,NA,NA,NA,NA,NA
Amanoa_guianensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amanoa_nanayensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amanoa_neglecta,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Amanoa_oblongifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amanoa_sinuosa,No,No,NA,NA,NA,NA,NA,NA,NA
Amanoa_steyermarkii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amanoa_strobilacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaracarpus_attenuatus,No,No,NA,NA,NA,NA,NA,NA,NA
Amaracarpus_belensis,No,No,NA,NA,NA,NA,NA,NA,NA
Amaracarpus_brassii,No,No,NA,NA,NA,NA,NA,NA,NA
Amaracarpus_compactus,No,No,NA,NA,NA,NA,NA,NA,NA
Amaracarpus_grandifolius,No,No,NA,NA,NA,NA,NA,NA,NA
Amaracarpus_nematopodus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amaracarpus_xanthocarpus,No,No,NA,NA,NA,NA,NA,NA,NA
Amaroria_soulameoides,No,No,NA,NA,NA,NA,NA,NA,NA
Ambavia_capuronii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ambavia_gerrardii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ambelania_acida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ambelania_duckei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ambelania_occidentalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ambilobea_madagascariensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amblygonocarpus_andongensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amborella_trichopoda,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Ambrosia_carduacea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amburana_acreana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amburana_cearensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amburana_erythrosperma,No,No,NA,NA,NA,NA,NA,NA,NA
Amelanchier_alnifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amelanchier_arborea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_asiatica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_bartramiana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_canadensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_cusickii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_interior,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amelanchier_laevis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_pallida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_sanguinea,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_sinica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amelanchier_utahensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amentotaxus_argotaenia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amentotaxus_assamica,No,No,NA,NA,NA,NA,NA,NA,NA
Amentotaxus_formosana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amentotaxus_hatuyenensis,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Amentotaxus_poilanei,No,Yes,Yes,Yes,No,Yes,Yes,NA,NA
Amentotaxus_yunnanensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amesiodendron_chinense,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amherstia_nobilis,No,No,NA,NA,NA,NA,NA,NA,NA
Ammodendron_conollyi,No,No,NA,NA,NA,NA,NA,NA,NA
Ammopiptanthus_kamelinii,No,No,NA,NA,NA,NA,NA,NA,NA
Ammopiptanthus_nanus,No,No,NA,NA,NA,NA,NA,NA,NA
Amolinia_heydeana,No,No,NA,NA,NA,NA,NA,NA,NA
Amomyrtella_guilii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amomyrtella_irregularis,No,No,NA,NA,NA,NA,NA,NA,NA
Amomyrtus_luma,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amomyrtus_meli,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_albertiae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_cubensis,No,No,NA,NA,NA,NA,NA,NA,NA
Ampelocera_edentula,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Ampelocera_glabra,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_hottlei,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_longissima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_macphersonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_macrocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelocera_pubescens,No,No,NA,NA,NA,NA,NA,NA,NA
Ampelocera_ruizii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelozizyphus_amazonicus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ampelozizyphus_kuripacorum,No,No,NA,NA,NA,NA,NA,NA,NA
Amphimas_ferrugineus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphimas_pterocarpoides,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amphimas_tessmannii,No,No,NA,NA,NA,NA,NA,NA,NA
Amphiodon_effusus,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amphipterygium_adstringens,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphipterygium_glaucum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphipterygium_molle,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amphipterygium_simplicifolium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphirrhox_longifolia,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amphitecna_apiculata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amphitecna_breedlovei,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Amphitecna_costata,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_donnell-smithii,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_gentryi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_isthmica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_kennedyae,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_latifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amphitecna_loreae,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_lundellii,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_macrophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_megalophylla,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_molinae,No,Yes,Yes,Yes,No,No,NA,NA,NA
Amphitecna_montana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_regalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_sessilifolia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_silvicola,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphitecna_spathicalyx,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_steyermarkii,No,No,NA,NA,NA,NA,NA,NA,NA
Amphitecna_tuxtlensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphorogyne_celastroides,No,Yes,Yes,Yes,No,No,NA,NA,NA
Amphorogyne_spicata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amphorogyne_staufferi,No,No,NA,NA,NA,NA,NA,NA,NA
Amygdalus_bucharica,No,No,NA,NA,NA,NA,NA,NA,NA
Amyrea_grandifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Amyrea_humbertii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyrea_lancifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Amyrea_remotiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Amyrea_sambiranensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_apiculata,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_attenuata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_balsamifera,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_brenesii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_chiapensis,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_crebrinervis,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_diatrypa,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_elemifera,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amyris_guatemalensis,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_ignea,No,Yes,Yes,Yes,No,No,NA,NA,NA
Amyris_lineata,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_macrocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_magnifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_oblanceolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_pinnata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Amyris_purpusii,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_rekoi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_rhomboidea,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_sylvatica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Amyris_thyrsiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Amyris_vestita,No,No,NA,NA,NA,NA,NA,NA,NA
Amyxa_pluricornis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacardium_amapaense,No,No,NA,NA,NA,NA,NA,NA,NA
Anacardium_excelsum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacardium_fruticosum,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anacardium_giganteum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacardium_humile,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Anacardium_microsepalum,No,No,NA,NA,NA,NA,NA,NA,NA
Anacardium_negrense,No,No,NA,NA,NA,NA,NA,NA,NA
Anacardium_occidentale,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacardium_parvifolium,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anacardium_spruceanum,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacolosa_casearioides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anacolosa_cauliflora,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_clarkii,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_densiflora,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_frutescens,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacolosa_glochidiiformis,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_griffithii,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_ilicoides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anacolosa_insularis,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_lutea,No,No,NA,NA,NA,NA,NA,NA,NA
Anacolosa_papuana,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anacolosa_pervilleana,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anacolosa_poilanei,No,No,NA,NA,NA,NA,NA,NA,NA
Anadenanthera_colubrina,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anadenanthera_peregrina,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anagyris_foetida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anakasia_simplicifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Anastrabe_integerrima,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anastraphia_buchii,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Anastraphia_picardae,Yes,NA,NA,NA,NA,NA,NA,NA,NA
Anaxagorea_acuminata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Anaxagorea_allenii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_angustifolia,No,No,NA,NA,NA,NA,NA,NA,NA
Anaxagorea_borneensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_brachycarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_brevipedicellata,No,No,NA,NA,NA,NA,NA,NA,NA
Anaxagorea_brevipes,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Anaxagorea_crassipetala,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Anaxagorea_dolichocarpa,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anaxagorea_floribunda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_gigantophylla,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_guatemalensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_javanica,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Anaxagorea_luzonensis,No,Yes,Yes,Yes,No,No,NA,NA,NA
Anaxagorea_macrantha,No,No,NA,NA,NA,NA,NA,NA,NA
Anaxagorea_manausensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_pachypetala,No,No,NA,NA,NA,NA,NA,NA,NA
Anaxagorea_petiolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_phaeocarpa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_prinoides,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Anaxagorea_rufa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Anaxagorea_silvatica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ancistrocarpus_bequaertii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Ancistrocarpus_densispinosus,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Ancylobothrys_pyriformis,No,No,NA,NA,NA,NA,NA,NA,NA
Andeimalva_machupicchensis,No,No,NA,NA,NA,NA,NA,NA,NA
Andesanthus_elegantulus,No,No,NA,NA,NA,NA,NA,NA,NA
Andesanthus_lepidotus,No,Yes,Yes,No,NA,NA,NA,NA,NA
Andesanthus_narinoensis,No,No,NA,NA,NA,NA,NA,NA,NA
Andesanthus_silvestris,No,No,NA,NA,NA,NA,NA,NA,NA
Andinocleome_magnifica,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_anthelmia,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_carvalhoi,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_chigorodensis,No,Yes,Yes,Yes,No,No,NA,NA,NA
Andira_cordata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_coriacea,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_cubensis,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_cujabensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_fraxinifolia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Andira_galeottiana,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Andira_grandistipula,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_humilis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_inermis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Andira_jaliscensis,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_legalis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_macrocarpa,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_macrothyrsa,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_marauensis,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_micrantha,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_multistipula,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Andira_nitida,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_ormosioides,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_parviflora,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_praecox,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_surinamensis,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA
Andira_taurotesticulata,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Andira_tervequinata,No,No,NA,NA,NA,NA,NA,NA,NA
Andira_trifoliolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_unifoliolata,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andira_vermifuga,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Andradea_floribunda,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Andreadoxa_flava,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Androcalva_fraseri,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Androcalva_perkinsiana,No,No,NA,NA,NA,NA,NA,NA,NA
Androcalva_rossii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Androcalymma_glabrifolium,No,No,NA,NA,NA,NA,NA,NA,NA
Androsiphonia_adenostegia,No,Yes,Yes,Yes,No,Yes,Yes,No,NA
Androstachys_johnsonii,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
